ID,n_clicks,n_visits,amount_spent,amount_discount,days_since_registration,profile_information
2106,306,146,1564.6050219555173,1101.9953418114255,0,128
2213,688,86,1891.379509609761,1371.1456533344567,158,162
1416,562,85,31.80192214733506,5.956990628647836,130,296
2265,807,123,961.5148544693515,841.3158808756934,153,323
1709,445,57,307.85149922753845,106.12603286032845,299,287
373,209,90,3116.4838984267576,150.67709030468095,397,43
122,290,18,4132.071201058208,124.62596610017494,225,298
1754,785,127,2165.8791915901757,1746.839069523426,242,143
22,143,84,1988.6333423428164,61.36865093731524,121,167
1727,702,83,1195.903633609631,850.0417570033645,148,200
567,269,67,3479.5729284500508,63.0313309979201,268,212
2497,676,172,1869.647112236674,1329.8840820675327,344,97
748,781,108,399.3744859267365,88.33315254698266,112,0
2029,639,79,1417.2912335376734,1218.1517497289128,103,168
1925,746,144,861.3752150106311,765.5566473346029,327,304
2225,565,129,1100.4965748856794,846.260911530507,253,200
2153,512,136,1151.7752427009711,847.9079177448339,310,106
2438,800,98,1918.3859447511034,1410.434363858819,205,149
1540,546,39,637.4901572375055,88.08746832171391,275,116
1756,573,98,687.0891156591385,516.646416789196,283,65
2381,601,179,1452.2648746650618,1163.774728081109,130,176
2253,826,110,1336.3221065216528,1202.174410576974,177,36
1570,481,62,491.7580518482466,183.4513180189138,142,348
547,50,96,1282.3574553139547,63.96862323786911,166,178
252,178,14,2909.051245573031,42.308783755537505,351,263
1543,369,127,137.6134017294126,20.44571578651664,41,239
1906,474,147,735.2500186084171,628.2714299548358,200,289
556,113,65,3553.0628695847136,173.31874772255446,270,175
947,323,78,157.37657967179314,60.99297531101382,73,62
2316,734,44,1307.3336863427999,1150.6837082992295,257,0
1240,646,111,445.56249015010303,145.16567941093615,350,278
97,313,138,3200.0528805643444,138.41366317245965,154,115
0,299,65,3712.4573919107615,36.47247464453559,176,176
808,443,100,982.4932146062455,378.536023618093,117,39
1587,363,83,647.4858088195726,175.2709634810535,159,307
2065,636,147,1439.00464244325,1016.985973076277,232,263
2395,640,94,1071.8483037518822,773.8949058655172,86,71
447,217,91,3368.5638319925292,40.702175017492685,246,46
1399,346,47,666.5312347324157,94.28427262676432,243,124
325,72,107,2003.6944690511193,0.6195245611578877,140,337
38,178,90,2196.5967051111497,20.403852328838244,204,134
1082,296,141,1181.7098102393938,0.8152956832466292,265,176
298,281,110,937.310283389681,43.43999948754892,183,267
2135,667,162,950.7234753086412,788.628733102705,265,237
1524,355,30,99.59545689968814,19.861121976961837,275,276
859,298,109,123.88987154220254,45.40667053454259,338,155
1183,405,96,525.0590536994042,32.00905328493231,182,132
1585,487,94,839.8811355906232,42.12134382554792,161,464
1712,302,121,578.2300539122429,135.9843816596916,119,272
1164,319,30,811.4584644587284,73.53561521694385,163,262
792,469,38,7.598731623867572,1.3049842341915312,246,228
695,305,41,218.57664534777737,44.77357711877612,170,227
585,372,43,4883.244312419682,174.65468022191536,243,247
1621,520,102,0.0,0.0,206,235
67,250,71,2504.927981372832,13.296202005674164,93,185
702,442,61,640.4122404308414,136.06060965342098,91,235
1984,772,213,1508.357174629458,1074.2842822864727,39,239
658,222,31,3566.823753786914,114.21812749636052,418,257
2239,672,132,832.7945744808607,693.2707572065723,397,60
2173,498,115,1103.4740520606265,929.6859496064923,315,192
1401,407,107,161.13481867817038,38.64916235468194,142,14
249,404,130,5267.653934300037,14.38340892878741,302,259
829,395,107,758.6324035076657,59.25432974782595,62,296
2351,309,137,2177.8952717664915,1655.3944045457604,162,202
710,130,65,962.6046032505909,27.827748673229678,166,316
468,341,53,2871.557492625229,64.08259015877775,373,167
57,274,54,2481.857863819845,91.91108665575865,55,59
1424,301,40,669.9906319693132,49.269965897367356,134,206
1703,584,113,691.6338731581119,110.4955110637763,147,390
1393,412,124,765.4779042121546,100.15502653557989,171,267
785,280,109,609.2242749262496,217.9141723828585,142,233
2258,532,86,1251.8858857584046,1111.0872280044773,261,364
464,201,59,2153.004327182797,82.48649092686621,154,218
596,166,50,2103.0868088522666,8.093643673614867,412,333
930,372,113,610.1169308764125,144.70857645940882,239,224
1827,453,157,1698.1313997634566,1425.2982206148108,297,145
1261,502,77,1026.1854878322024,251.48462162805836,343,242
1501,329,76,711.6500287098326,175.0403120859667,99,372
952,295,63,463.05081045949146,127.59207356465377,304,197
1212,307,100,931.8560514371644,326.6823693674436,320,24
2204,531,131,1342.4740391833143,1056.1856185597303,169,211
2088,486,138,1148.0229684647293,818.2743518089003,198,286
2323,532,115,1166.9813744281269,1049.6045247281131,274,294
2188,481,159,1194.5958377468944,981.0656696354192,192,211
2,274,12,1102.590384235664,2.2877276039360046,98,231
77,180,76,2876.439145340087,7.585738433967352,261,275
1193,276,44,0.0,0.0,175,314
2486,747,131,835.4675295531868,740.2274157890914,221,233
917,407,148,837.2163055621219,158.63277590158344,290,186
1137,384,87,382.4268970086644,102.12438451401937,99,88
828,130,51,785.9066764836338,248.25597621515018,318,303
1921,566,62,1152.309007655399,875.7609312691133,331,296
1865,951,124,1246.5706496054459,955.814226648091,162,238
1220,531,79,300.03141232556993,118.72317856942284,31,150
70,456,122,2726.139436673019,26.57417162190111,264,336
1400,130,113,748.2120057637201,157.08777442545528,0,134
573,121,78,3160.073317545065,74.10765986328332,214,358
519,288,77,2786.303954823629,110.75718947371043,304,365
1729,624,105,1974.721252819413,1584.263090559137,371,209
1626,320,92,122.3688991086519,23.107057969355754,286,134
285,360,66,800.0,1.0842660934493242,146,190
1015,448,89,890.7121654906049,32.98345166263133,220,120
516,354,87,2857.531028450215,77.92886457569847,129,285
745,317,129,0.0,0.0,243,0
2089,657,118,1308.9588691109584,992.1477481906119,346,496
2399,635,171,1488.3176880899077,1325.163482687061,283,300
2434,609,60,1051.3463898876425,746.0139553118572,114,104
1029,377,56,224.90592511220595,78.83372264098223,127,22
1025,353,104,478.17266133253094,5.818847614932675,12,218
1755,652,130,1554.8331045000116,1158.1338030727647,338,395
1718,276,89,1037.1669225197868,303.6691321150973,229,68
1537,420,144,511.20846203632175,22.540798293268644,202,476
392,318,29,4333.138383925041,209.42539240598967,163,214
1844,803,159,1454.4481466346485,1040.023521900928,119,214
2147,701,40,1033.9192432592752,804.4707212368121,93,223
1397,286,116,378.67342595013537,43.15190276307726,269,364
538,327,68,2540.2994996575203,119.77293472807808,92,391
506,215,75,1940.9941781869263,80.97097856332896,261,215
1342,303,116,1129.9371739612686,94.79675443216911,224,170
477,139,90,3449.4680384719445,129.6651868337514,116,111
995,626,102,761.8205964628223,214.8909954151311,247,121
1092,358,115,483.44519329306337,98.57966608960703,300,169
1672,489,101,425.12993965397,2.878869830019404,125,285
811,150,65,921.5896102797382,148.16218739765608,188,344
1279,567,91,804.6234587220681,247.62420395833226,98,285
1998,1078,59,1183.934373598839,876.1229521555972,238,5
59,248,39,2979.635550408371,12.723495239272193,232,117
336,223,10,3698.959833230149,135.59653950219246,205,227
627,168,94,3248.33767542293,133.0999354843025,102,330
1382,380,45,657.6342801236005,217.37685772277837,236,215
141,278,143,2298.486017323553,34.58834386793068,137,144
331,322,85,2294.3702452547523,61.66580555991881,280,275
115,213,104,1810.830339640113,77.14575610907161,259,169
2489,813,115,1469.464692399839,1193.9638837039408,236,253
68,262,85,3782.7763658977783,158.3985627151382,46,327
970,413,82,516.0226373033979,72.5585708443683,159,292
288,286,125,2754.1874193909625,104.91937810277878,198,169
1062,132,88,364.5973837288498,135.04795270866148,299,169
1407,495,86,1090.3655076230896,371.064633513148,46,181
1421,617,72,723.8464118199437,257.48243632243845,107,313
183,341,80,4097.811120845618,13.070902103270235,408,186
2091,933,147,1410.274453447611,1032.5762396930193,205,18
1941,808,64,1970.333115301696,1454.520588877558,278,283
333,233,47,2257.3038975281806,29.077685746844494,120,169
125,157,29,1926.5394217249338,89.83132638551535,105,463
2102,811,83,837.7200858979163,732.4599501251306,243,96
2488,385,121,1056.4997220546143,778.42445175622,327,160
2020,809,154,983.7743030245671,689.910971368696,201,81
1318,448,99,239.52275349796503,94.41387028162143,179,17
1104,146,62,328.84333741429907,12.792560367817567,182,324
1358,621,109,890.9522594519726,11.701919892942305,63,102
1802,228,62,1111.2017098657698,958.7845933220555,97,342
107,224,24,2729.682629505461,126.19893178793282,0,194
934,265,103,371.43731130847243,27.81004770285788,46,154
751,349,126,548.0448481811477,26.906821851959258,205,228
1378,325,63,689.6575391251738,136.83630248136782,163,402
237,213,44,1850.709886576863,89.45463053733612,405,89
2387,893,40,1360.6273750493472,1006.3063412748392,102,227
448,325,88,1881.6485585658531,6.401115699464125,196,186
1600,480,76,174.67014206132825,31.95064827229395,183,83
1308,287,96,183.04057772954116,27.263256941909624,261,88
1693,380,92,1355.6142297883391,183.596784628285,130,305
1217,133,118,816.3358562627558,279.70423829591135,147,250
1990,534,116,1554.9379914533797,1190.9725663258757,109,150
207,191,39,2285.794700427392,54.208611626152496,203,123
2481,238,116,1562.7728400950425,1284.4805925249143,52,219
1189,459,55,674.006631100817,259.2442411229319,113,111
1979,772,143,671.1480044435702,479.55012887466023,281,174
121,251,80,2406.2643516597027,45.35641877055741,219,102
682,276,124,223.96271603246265,3.1123781446241954,173,303
2024,785,89,1010.8064391382802,764.5306262815293,97,128
1148,438,117,853.755355340701,266.44916337739613,253,245
525,334,58,800.0,18.690439840300105,96,36
486,232,90,3107.874293492839,80.61015494262796,128,274
2437,676,177,637.7134627315588,466.74128878684155,321,269
618,292,71,1420.4995237446196,13.252557187189845,228,0
2028,922,236,2142.968276978666,1720.4808443722638,251,268
2310,551,118,885.5366854903143,671.4628836680964,296,303
950,248,80,1026.4748570018023,231.03978419915762,153,0
1405,407,96,1028.385570675926,52.00596310449111,352,158
1803,605,139,1528.0197941918473,1101.969141972362,158,0
49,285,49,3989.5598629765755,65.40564111238479,281,262
1061,513,84,626.7302300111629,216.76787470541603,270,235
1464,246,87,244.93758875672282,38.29193086509806,64,54
1264,530,90,674.6511236254137,149.6593892769782,314,322
1567,348,106,741.4585452525718,91.13819907351738,135,223
1878,459,89,1349.2008334074344,1012.2565357695483,118,119
2358,566,204,1167.4191138829792,841.515559200554,0,80
2372,668,112,1776.6456271512598,1250.123914687501,232,28
1659,628,110,848.5509239460049,189.296356401997,398,134
309,350,49,4531.711830070762,226.31208815134542,228,226
281,203,76,3311.616658700756,22.259598878161995,258,152
1735,642,164,1335.1435335445672,1199.8712514689837,244,231
646,345,77,1314.029384121076,12.095727427593667,230,217
194,352,143,4522.70010036157,196.63200123926867,259,285
606,216,81,2863.8940518902677,14.588499331660376,150,181
410,257,92,3530.473847948723,78.50234142735053,286,288
517,414,102,2197.4372832118497,14.65870149340984,70,257
833,231,86,363.95800293108454,29.148804773854323,379,285
40,170,66,3555.486006878503,77.55333211346118,79,166
941,332,109,155.2757576823382,17.490299247234983,32,210
2012,723,103,1320.8995423647486,1099.9524089606666,128,84
39,464,89,800.0,3.3986515955786567,133,285
1243,413,91,979.1561519730362,119.0929159899127,127,115
1930,229,141,1882.8083245555802,1636.622973436187,120,18
1402,292,105,56.01057829010983,12.695748713092314,228,174
1657,476,154,18.482681621335416,1.039508924343324,65,182
611,323,87,2843.6388093653995,119.96299697649513,302,287
199,90,83,2978.3984211806505,112.6120878086352,222,336
294,225,44,5388.036989247596,239.07381108706815,212,255
2168,427,131,794.9567705702286,704.6472994047078,144,151
1725,170,79,1222.8348120601447,907.252913369136,223,253
2428,583,164,1415.50770728812,1047.059173373358,147,0
145,232,46,1482.74884918402,16.739459930456032,196,379
42,462,100,1328.6930374505853,29.079564883208658,326,129
120,280,18,1516.9960356837157,73.09533054426836,217,181
80,237,41,1232.9090477166703,2.7833762850333614,124,57
2266,592,112,2149.344076891796,1744.2666148685425,119,240
2459,882,146,1250.2637986102359,939.5645759595277,207,166
2478,640,116,1745.669823422399,1449.6025248105675,172,133
788,677,101,802.9436006319122,197.93901964272166,120,216
843,652,96,465.9156817252004,19.1600484513391,157,209
2076,901,161,1384.191513891544,1230.425350480932,202,216
851,360,119,367.03909663758867,73.10509331992108,106,81
1031,560,118,264.58187160545157,62.05652878142012,191,279
1467,464,105,308.47991376848324,86.10349328751903,194,142
2408,742,62,1538.6657282115957,1331.4637781793895,274,192
586,170,82,4407.470536736175,59.09166920699121,250,0
849,600,71,549.3040505535475,93.23626359778069,207,61
1770,170,90,511.0967973701766,375.68792714074,43,458
493,363,36,2093.034422319559,33.782600477410874,147,94
2296,232,85,717.9975449983233,609.3643181458747,294,162
1207,344,81,792.5127735573981,111.55570070726685,268,282
1452,452,94,917.5424316356891,145.53662683938185,235,128
1811,430,85,1344.395911158901,1192.6312405626209,110,154
1423,169,58,1028.090221323123,169.22842196067293,271,197
2108,281,111,782.5544906554413,682.878015140754,258,164
2023,572,121,1041.6614464830154,896.3171746494124,143,365
1775,170,104,653.4947921218732,524.2305051364709,367,0
1496,437,130,774.6010063285848,234.83973433333963,15,121
478,303,106,2298.9614782683257,65.32138290553718,0,141
91,307,63,3408.26046070844,18.170053229962516,208,184
1472,535,102,1172.789115187939,364.8042964899089,196,316
2103,465,163,709.9954563263234,604.5681397314441,148,340
484,98,92,2542.1861546262207,72.36396245661983,154,325
1856,498,102,1680.5855065368326,1504.2357637942757,46,140
1687,173,45,488.01784260139374,83.490321064518,131,63
520,201,51,3540.328431953196,28.91642014558832,186,273
370,214,50,3818.6111686499303,123.77980891756684,135,332
1204,188,129,1072.68136774672,55.39169965541625,206,271
1547,130,58,348.41175640103666,91.63146400348708,127,298
1836,463,157,1686.3741688523546,1392.649010145519,247,296
2160,524,148,739.0755778259314,553.9463200045756,243,49
2158,775,75,1185.4716389291552,859.9831395653972,351,84
1937,1000,191,834.2009282355971,724.7669025100356,129,232
704,130,93,433.7778818298031,24.251942035587657,399,402
1558,419,64,929.1663989015476,339.7808355807449,195,313
1783,273,133,2410.2403107605946,1833.7326505668757,179,271
1824,730,83,994.1131730172401,806.8438117891609,52,108
1835,500,202,1608.7035459339975,1217.4405544249846,194,145
2202,755,116,2020.9770767812174,1548.172823621127,61,145
691,300,110,502.95617343701184,167.29025912837258,219,240
557,147,106,1938.8240316742138,6.328007313981589,171,359
1109,175,82,449.5591729924579,164.71704264001676,153,353
425,91,13,5058.06169290896,213.40287608269446,113,253
176,247,105,3597.9601700538756,59.7571751982228,277,0
1762,617,115,814.7917102187362,654.3465847324513,220,15
1928,513,124,1133.7633737442036,912.4998640163218,98,272
1050,176,73,678.7584036969976,41.71147421587057,0,23
1879,620,167,1473.8803241134456,1299.8672101786094,193,214
83,162,28,4018.7953022848055,52.728277535769465,60,256
654,223,59,4056.3352759096174,11.401122385677667,82,217
2186,421,140,798.3279681269566,602.9321155342889,36,335
758,388,35,400.7386968161305,82.67017921197328,242,283
1872,547,162,1506.6731443441015,1270.4144117050434,352,150
1441,410,56,524.359976699676,37.91540426904955,0,180
241,197,87,4362.111378576999,104.81279930050874,230,370
2081,491,120,949.7365046944836,802.6347041743348,0,118
614,310,44,5733.70890834678,156.6668189706066,327,184
1167,401,45,719.4186524559015,126.05129406218235,181,265
412,171,28,3334.2004551653636,163.93276188146865,176,345
27,365,45,4059.713742168754,120.11007550434597,282,389
2250,586,121,1161.4620559720245,883.2815286400822,182,0
495,58,67,1494.8534572839085,34.67951026950354,291,210
1954,322,146,1495.738360385577,1333.2041121203576,228,253
1051,423,75,414.0132908059146,126.58872224347772,57,154
2031,646,123,1401.3658441198447,1218.212802554507,212,342
1714,479,116,492.60993337398065,56.070998526322825,161,263
1651,466,67,954.3001593011837,71.26100009560113,261,364
236,255,78,4681.3152690537845,90.36130698497195,253,307
978,225,103,1110.469821015857,299.2719038241571,199,356
2110,699,97,1672.40552459838,1242.0069006204856,102,182
604,439,41,2082.2446499592597,57.32113790992153,45,136
1901,544,105,871.9515016893993,636.6928816750775,152,370
2287,303,112,1497.1869226962235,1273.0203907162556,208,183
2292,579,53,1952.8231840580966,1696.835852391414,157,150
1888,709,52,401.3325110333654,292.25666928880565,194,190
307,195,72,3175.8420311971404,44.304312776949395,326,113
2498,688,216,1456.242499098652,1196.8095064620181,167,417
1708,581,91,686.449652292626,128.5924231813318,195,345
888,166,53,798.6610001838562,183.49067937442265,54,386
641,359,56,2835.0652090129797,18.40765504436831,147,249
1653,444,31,385.05812968002465,112.52323934770621,241,253
1414,564,70,1158.4119213954666,334.3070614610835,327,211
1814,374,125,836.34637303468,657.97377824954,109,176
1271,484,60,669.01812131502,166.15043301289623,150,51
89,184,71,2053.5452981876524,34.13266353533708,300,142
1161,264,125,438.1805695398082,32.46450583822428,99,235
1566,130,30,952.5473478882424,209.7480567288837,419,96
1882,503,40,1133.3870063187987,816.520038897826,130,83
1822,581,103,1173.4300252698472,983.2579007345072,291,183
2207,257,163,1097.5851794608343,947.1090786519702,312,180
2098,596,74,1093.7369637313586,869.1194952518181,78,237
680,564,86,1012.4352296910688,198.62340080279753,292,222
1706,463,80,553.4854023445106,165.88518450756328,0,294
1096,517,141,745.7147524061991,253.9274584091628,44,266
2373,577,70,752.0311101647987,581.5549405431341,346,236
2417,531,174,1127.2726261910345,976.23457460267,262,225
2125,544,98,1516.4092706326612,1325.8478524305726,468,263
1555,360,88,546.4199011699337,2.6248182822548913,148,148
608,328,57,3448.8581315204315,141.49069889722225,244,117
2356,183,144,1253.5087963270248,1098.2300221343419,219,55
2215,382,124,609.0113126636714,526.112430264151,306,242
1617,392,41,504.6508373941367,81.79019519210922,119,258
1637,286,45,625.7448958669183,145.18371764331425,351,277
150,286,58,3031.619305228299,22.427667102774674,219,204
2171,694,165,856.3493164819009,719.1541516021846,99,241
1971,170,75,410.7323654027236,335.17303426186373,293,227
2337,624,66,1192.7966576256208,1044.9048293202832,274,106
669,366,94,638.1278246528393,64.8982130372707,352,63
1118,408,140,863.0062427625298,251.8897074647741,398,264
349,353,67,3737.5286789653337,129.8735401782936,44,281
1730,771,242,1390.0457694055428,1145.1048302731094,93,187
1752,334,93,973.0756317604203,839.0106433848675,355,33
2295,611,139,1313.9114428138819,976.8021167649387,324,246
2041,601,159,1777.0488301879877,1306.5174901001335,238,321
801,356,70,545.9457505881393,93.33818744143952,101,154
2116,596,44,1035.1030898456524,809.0952681060306,296,107
2025,484,65,1031.244864577478,850.9158626401547,109,332
1571,534,112,248.19153310210805,88.80503953162503,264,101
990,475,85,1053.7592106907653,132.89189785382757,143,162
2191,725,154,811.830340372615,716.3701429612553,161,343
1530,218,101,791.7377290435483,58.77056581820909,245,77
1556,330,94,345.80579164465894,74.82128170003817,380,289
209,372,33,4839.829625521474,85.85792167668568,129,194
2182,622,134,801.4544378673273,648.9734814870103,77,201
202,178,96,2675.5553538787694,59.47405054894691,132,227
2436,170,120,1174.6546719017203,914.9332241331005,134,162
163,91,92,3864.3801745159153,16.75335704084581,103,195
635,150,82,2057.851938849881,59.75549293276939,73,20
2228,774,165,300.0,231.5182120724745,302,170
184,360,38,3674.0512955688264,71.13388418187957,137,391
335,89,47,2153.943415233972,74.62432931293704,282,180
2170,413,53,1053.9212126039815,820.8509702376821,207,269
799,489,60,685.2169711589611,251.51113428732276,117,183
781,285,30,531.5915910645363,7.652756156174211,110,47
295,254,120,2315.085702092103,103.47663445865467,125,67
1538,130,68,796.2071922694442,251.40389663736073,256,193
1705,470,47,510.62660160057874,149.07723466891582,184,303
2426,794,104,1871.9727851945677,1322.1966730273632,131,8
561,197,75,3440.529525156962,22.07958560347934,192,80
1713,322,105,411.9497037325569,138.8034516550783,224,190
2219,653,129,1834.4802904923345,1508.1783705009345,99,304
946,517,110,587.9241304737516,98.80289698003064,20,41
2433,764,67,1354.8767006377848,1178.9125348463808,114,340
544,316,128,2033.844615102287,27.97541894398435,223,264
1731,362,112,2747.3420652366667,2089.411675965575,144,179
130,267,29,3418.21763610656,69.46100864613287,255,308
633,150,39,1472.6031907856677,54.13499308565142,78,215
63,468,45,2076.3059736011464,24.563715262403335,0,147
1182,505,121,711.2726371905861,84.45709171108611,242,280
1252,386,30,976.7298525805676,302.1581094194472,204,85
647,65,43,2929.5144594364115,15.47521073185472,0,183
566,300,114,5498.5947199650755,10.982885749211212,249,256
30,312,44,1822.0182521327765,56.79044735927794,177,271
144,188,58,3314.4519297973957,78.57868593738425,265,401
427,157,77,2015.1190454006733,21.923280090287726,100,265
165,270,10,2728.104879227343,124.5693181496867,99,171
2140,862,156,1677.5513653966982,1417.6703521588724,195,263
2414,713,126,1281.9282013897312,1068.1495813082065,64,275
1196,216,97,473.51742440666413,27.1163934771088,189,45
1620,346,117,679.1922928308475,124.62603275846413,333,276
594,345,71,3251.9821570262725,73.01313922770773,222,290
5,189,125,2985.153052788273,128.05335138063853,282,77
6,270,11,1538.9953462117264,51.31991189498876,273,217
218,358,84,2972.4703453803418,104.19958938289979,339,255
1512,349,73,637.303075464339,55.35750475493595,127,185
1779,399,140,1679.6877496947259,1375.944740219261,338,242
2026,336,114,861.4994186340448,673.8918339570363,107,207
1461,293,78,939.9190324821518,237.2602942591909,81,303
2039,319,55,983.4822997191592,815.851870078763,436,203
2155,818,154,1222.17123085505,895.455884747769,149,107
167,255,50,3768.0456449749486,156.29209591668433,289,263
